Orbital Period(Hr),Eccentricity,Transit_duration(Hr),Transist dept(ppm),Planet star radius ratio,Planet radius (Earth Radius),Orbital Semi major axis(au),inclination(degree),planet star distance over star radius,stellar effective temperature(K),Stellar radius(solar radius),Stellar mass(solar mass)
1.703359172,0,1.914,57.6,0.006997,0.69,0.0274,88.72,6.79,6026,0.904,0.949
1.70336496,0,1.7045,317,0.016745,1.67,0.0279,85.69,6.76,5881,0.915,1.002
1.705780649,0,1.6271,15500,0.402121,25.95,0.0234,77.15,5.53,4970,0.591,0.589
1.705782214,0,1.007,278,0.016508,1.82,0.0269,85.7,9.47,5387,1.009,0.89
1.71024931,0,2.833,98.6,0.00937,1.2,0.0301,82.85,4.08,6418,1.171,1.241
1.710279417,0,2.252,229,0.014075,1.57,0.0292,84.83,5.25,5834,1.023,1.132
1.71028117,0,2.61,112,0.009798,0.91,0.0275,85.51,4.75,5910,0.855,0.945
1.71029474,0,2.946,159,0.013022,1.04,0.0254,72.57,2.75,5365,0.729,0.747
1.710299164,0,3.92227,157000,0.527663,57.97,0.027,78.26,4.317,6082,1.006,0.896
1.71030803,0,2.718,216,0.01348,1.32,0.028,86.57,4.721,5790,0.9,0.998
1.710316235,0,3.614,409,0.19531,23.38,0.0297,35.02,1.433,6147,1.096,1.193
1.710319812,0,2.983,43.6,0.006258,0.56,0.0263,81.39,3.74,5774,0.825,0.831
1.71051215,0,1.284,42.2,0.005978,1.04,0.027,89.68,10.24,5925,1.589,0.898
1.714274727,0,2.06728,28500,0.427965,25,0.0229,76.93,5.229,3874,0.535,0.541
1.714410345,0,3.336,50.4,0.006757,1.84,0.03,80.44,3.37,6340,2.498,1.223
1.714414962,0,5.17207,110000,0.663777,116.92,0.0304,68.8,3.26683,6351,1.613,1.27
1.71659304,0,1.154,138,0.010881,1.17,0.0285,89.38,11.37,6192,0.987,1.037
1.716828304,0,2.068,59.5,0.007546,0.74,0.028,81.38,4.67,5808,0.902,0.987
1.717859841,0,0.908,66.3,0.007668,1.45,0.0309,88.53,13.68,6694,1.732,1.333
1.718649321,0,3.94095,191000,0.413775,39.08,0.0276,84.73,4.5837,6071,0.865,0.947
1.72086129,0,2.0243,10200,0.099872,13.25,0.0287,82.35,5.443,5742,1.215,1.068
1.72110057,0,1.922,29.7,0.005467,0.7,0.0288,80.25,4.53,5700,1.176,1.071
1.72128752,0,2.366,58.5,0.007136,0.65,0.0274,84.91,5.06,5813,0.833,0.925
1.721313779,0,3.54768,535000,0.714233,83.69,0.028,87.15,6.3302,5960,1.073,0.986
1.72153588,0,1.9227,39900,0.176656,12.89,0.0245,89.99,8.077,4535,0.668,0.659
1.727177258,0,2.081,347,0.018093,1.42,0.0261,82.05,4.89,5394,0.72,0.805
1.728521892,0,3.361,92.2,0.009435,1.19,0.0276,75.67,2.9,5872,1.157,0.934
1.728528176,0,3.682,198,0.014151,5.07,0.0326,71.32,2.46,6153,3.279,1.55
1.72853003,0,3.819,99.1,0.00996,2.43,0.0315,71.11,2.4,6701,2.237,1.392
1.72929014,0,3.609,84.5,0.008391,0.86,0.0285,88.62,3.72,5910,0.94,1.032
1.72933255,0,3.631,29.7,0.005188,0.69,0.0271,78.97,3.07,5921,1.211,0.888
1.729338354,0,6.8524,140000,0.499864,139.36,0.0312,70.02,2.5959,5587,2.553,1.35
1.729367077,0,1.7442,484,0.019899,1.82,0.027,87.87,7.46,5227,0.838,0.876
1.731079436,0,1.8419,12000,0.537502,56.05,0.0286,72.75,4.73,6045,0.955,1.038
1.7317958,0,2.924,60.6,0.007216,1.19,0.0285,83.84,4.15,5691,1.508,1.032
1.731803197,0,5.6803,44600,0.203526,22.87,0.0285,75.66,2.543,5761,1.029,1.031
1.732346403,0,2.2139,182,0.012335,1.37,0.0275,88.24,5.981,5767,1.014,0.918
1.734221252,0,2.4577,290000,0.548722,42.06,0.025,85.97,7.862,4765,0.702,0.69
1.73513619,0,2.2741,953,0.027957,3.27,0.0286,89.57,6.0158,5751,1.071,1.028
1.736952453,0,2.40641,8080,0.387394,33.46,0.0267,67.09,3.278,5805,0.791,0.836
1.739428983,0,2.4894,5900,3.315613,268.65,0.0263,44.32,5.93,5415,0.742,0.806
1.73984941,0,3.114,48.5,0.006379,0.72,0.029,89.42,4.331,6119,1.031,1.075
1.74145041,0,1.712,371,0.017531,1.46,0.0268,87.48,7.51,5238,0.764,0.854
1.74336627,0,10.405,451,0.870432,140.49,0.0308,10.31,1.8859,6640,1.478,1.291
1.744101106,0,1.5497,9680,0.093903,7.21,0.0253,85.46,7.81,4368,0.703,0.706
1.74610057,0,1.299,54.2,0.006491,1.24,0.0281,89.82,10.35,4854,1.749,0.97
1.75147897,0,7.89,76.7,0.008101,1.8,0.0337,89.75,1.812,6823,2.037,1.66
1.75173647,0,5.122,68.4,0.008072,3.86,0.0421,72.19,2.137,10894,4.378,3.249
1.752450163,0,3.0255,55.5,0.00734,0.79,0.0267,76.81,3.190491,5779,0.99,0.827
1.75251585,0,3.489,126,0.011095,1.02,0.0278,74.6,2.78,5952,0.844,0.932
1.75254087,0,4.098,42.5,0.00621,1.41,0.0305,78.5,2.84,6660,2.074,1.23
1.752553762,0,3.877,415,0.018419,1.06,0.023,84.12,3.37,4408,0.529,0.528
1.752562808,0,6.1245,368000,0.633787,124.23,0.0294,81.12,3.52984,5853,1.795,1.101
1.752564549,0,3.503,117,0.010683,1.38,0.0293,74.44,2.76,6221,1.18,1.09
1.752567456,0,5.4993,607,0.244198,26.56,0.0283,27.55,1.374,5739,0.996,0.98
1.755843555,0,1.9425,386,0.021444,1.94,0.0277,75.45,3.55,5569,0.829,0.928
1.75643185,0,2.397,51.6,0.006544,0.58,0.0275,88.83,5.63,5696,0.812,0.902
1.756466865,0,4.7781,188000,0.546314,87.4,0.0279,77.63,3.8436,5726,1.465,0.935
1.75647084,0,2.538,69.5,0.007608,0.69,0.0277,89.76,5.358,5813,0.833,0.925
1.75649346,0,3.429,27.5,0.004865,1.62,0.0345,86.41,3.866,6619,3.05,1.771
1.758599866,0,0.2729,238,0.020185,1.6,0.0262,89.95,50.19,4744,0.725,0.772
1.759208679,0,4.60837,362000,0.629529,66.06,0.0281,83.16,4.5972,5721,0.961,0.956
1.7592691,0,2.381,140,0.011222,1.21,0.0278,83.24,4.8,5784,0.984,0.921
1.759276227,0,3.19585,32100,0.303185,40.79,0.0307,73.27,3.564,6656,1.232,1.248
1.7609276,0,5.189,57.3,0.007102,1.53,0.0361,83.55,2.58,8784,1.967,2.017
1.7613778,0,1.355,359,0.017585,2.32,0.0302,89.09,10,6544,1.207,1.193
1.763587535,0,3.16877,4590,0.064717,21.42,0.0386,82.71,4.0378,9107,3.031,2.466
1.766789509,0,1.3345,1010,0.028909,1.4,0.0222,89.64,10.402,3698,0.444,0.464
1.772451066,0,2.4592,79.2,0.008154,1.02,0.0307,89.94,5.582,6243,1.149,1.226
1.77555333,0,14.41,83.5,0.010126,1.26,0.0302,25.78,1.034,6594,1.138,1.158
1.780982447,0,3.4297,358000,0.55359,60.45,0.0288,89.98,6.229,5780,1,1
1.780984316,0,2.173,591,0.024527,2.33,0.0285,79.36,4.24,5730,0.87,0.968
1.78526527,0,6.2233,1730,0.307162,41.19,0.0307,31.38,1.479,6505,1.228,1.211
1.78752921,0,5.315,62.9,0.007309,5.86,0.0377,88.62,2.65,6286,7.342,2.233
1.790518325,0,3.34624,61500,0.241853,32.19,0.0301,81.67,4.4343,6586,1.219,1.131
1.79110997,0,2.0917,168,0.011842,1.29,0.0296,89.76,6.642,6040,0.999,1.07
1.791406261,0,2.8159,346,0.040184,4.51,0.0298,51.19,1.609,6092,1.028,1.091
1.791877025,0,1.166,46.1,0.006353,1.48,0.0303,87.87,10.84,6002,2.139,1.156
1.795273026,0,7.3232,125000,0.500082,55.26,0.0296,67.93,2.4877,6363,1.012,1.065
1.79621807,0,10.16,47,0.006736,1.54,0.0335,55.41,1.268,7117,2.09,1.548
1.796320953,0,1.9139,211,0.013229,1.2,0.0268,89.88,7.288,5576,0.829,0.8
1.79683793,0,7.911,223,0.018018,3.37,0.0335,27.73,1.106,7592,1.714,1.545
1.801863222,0,7.2492,263000,0.572771,145.36,0.0342,76.42,2.9014,7479,2.324,1.634
1.803697292,0,1.5922,69.7,0.007829,1,0.0296,87.1,8.01,6438,1.166,1.054
1.80455062,0,2.166,39.7,0.005837,0.65,0.0288,86.69,6.04,6006,1.019,0.975
1.804591904,0,3.85009,137000,0.488817,80.87,0.0314,78.59,4.4461,6271,1.515,1.261
1.806631432,0,1.102,218,0.013818,1.05,0.0257,87.15,10.8,4606,0.699,0.696
1.80774253,0,2.637,593,0.027218,5.29,0.0278,70.47,2.7,5164,1.779,0.876
1.80926734,0,2.469,98,0.009177,0.89,0.0289,85.81,5.26,5897,0.891,0.983
1.81139053,0,8.64,77.5,0.145429,14.47,0.0291,11.55,1.161,5941,0.911,1.001
1.811460943,0,5.065,429,0.025677,2.83,0.028,43.48,1.3387,5700,1.008,0.894
1.811461128,0,8.42343,922000,1.128143,373.77,0.0367,85.2,3.6953,8572,3.034,2.009
1.811966339,0,3.792,408,0.260358,95.19,0.0343,33.66,1.49,5904,3.348,1.635
1.8134378,0,7.776,97.4,0.009047,0.69,0.0264,76.37,1.775,5094,0.7,0.743
1.814128042,0,3.0646,2060,0.30313,426.98,0.041,54.32,2.137,4822,12.899,2.785
1.815632406,0,3.35773,61600,0.413671,108.78,0.0395,75.41,4.128,9954,2.408,2.485
1.817079849,0,0.889,205,0.013225,1.39,0.0299,88.96,15.24,5808,0.963,1.077
1.818939148,0,1.644,331,0.017318,1.82,0.0295,85.55,7.22,6153,0.962,1.036
1.81993557,0,2.43,109,0.01048,0.66,0.0242,78.49,3.85,4205,0.578,0.567
1.824649,0,4.2285,3220,0.061323,5.31,0.026,64.33,2.0809,6190,0.793,0.704
1.824653341,0,4.25512,177000,0.539549,55.44,0.0267,78.84,4.3653,6413,0.941,0.76
1.82708193,0,1.96401,1160,0.030822,5.95,0.0276,89.74,7.3464,5311,1.769,0.834
1.827558898,0,4.72808,315000,0.521493,118.28,0.0304,88.83,4.5722,5977,2.077,1.125
1.827660875,0,3.986,46700,0.359608,42.1,0.0304,72.06,3.33,6352,1.072,1.118
1.831829703,0,7.289,40500,0.207158,49.38,0.0273,66.79,1.9996,5269,2.183,0.806
1.834277283,0,1.7499,287,0.015647,1.64,0.029,87.12,7.57,5751,0.958,0.962
1.83592242,0,5.9942,30700,0.43438,46.3,0.0297,58.43,2.2715,5930,0.976,1.029
1.838514245,0,3.2601,119000,0.499988,57.6,0.0279,79.4,5.145,5799,1.055,0.861
1.838514968,0,2.7391,2720,0.047309,4.86,0.0298,89.53,5.4,5751,0.94,1.038
1.8437362,0,21.04,341,0.207686,25.26,0.0298,10.01,1.208,6032,1.114,1.033
1.844857057,0,1.6557,85.6,0.008855,0.97,0.0288,85.12,6.98,6143,1.004,0.931
1.845610523,0,2.337,374,0.239346,77.83,0.033,47.02,1.79,5974,2.978,1.408
1.846861455,0,1.6605,649,0.023754,2.23,0.0293,86.43,7.71,5591,0.86,0.977
1.847892736,0,1.8904,323,0.016387,1.51,0.0288,89.73,7.608,5763,0.842,0.937
1.851409163,0,10.232,233,0.127275,20.42,0.0312,14.32,1.147,7117,1.469,1.18
1.853209359,0,1.7543,12300,0.176052,32.99,0.0309,79.11,5.24,6384,1.716,1.14
1.85373924,0,1.816,349,0.01786,0.23,0.0134,85.29,6.71,2661,0.116,0.094
1.85447373,0,2.665,307,0.016357,1.33,0.0276,83.75,4.72,5341,0.743,0.826
1.854491777,0,5.14771,383000,0.583471,63.08,0.0288,86.28,4.3918,5843,0.99,0.926
1.854493861,0,4.2367,1290,0.319255,29.39,0.029,40.49,1.682,5431,0.843,0.945
1.855557556,0,2.35672,10600,0.097147,10.05,0.0286,84.47,5.749,5657,0.947,0.903
1.86390886,0,4.414,176,0.211237,77.99,0.035,24.58,1.319,6689,3.381,1.639
1.865114193,0,0.4279,1120,0.040715,0.66,0.0151,88.02,22.8,3292,0.148,0.132
1.867281146,0,7.495,701,0.278578,31.18,0.0306,22.51,1.355,6117,1.025,1.095
1.8679943,0,1.087,73.4,0.007812,0.7,0.0286,89.24,13.05,5487,0.815,0.899
1.868564038,0,1.192,177,0.012495,1.4,0.0299,87.59,10.85,6065,1.023,1.018
1.870990236,0,1.8432,643,0.220077,26.1,0.031,58.98,2.32,6384,1.086,1.129
1.872421727,0,1.5261,3020,0.062711,5.65,0.0271,79.7,5.13,5337,0.825,0.76
1.872620976,0,1.7626,1530,0.286647,31.43,0.0296,65.44,2.99,6031,1.004,0.983
1.87337894,0,9.1328,5440,0.081812,51.11,0.0292,49.91,1.3713,4740,5.721,0.949
1.873380717,0,10.1083,539000,0.702166,89.79,0.0294,84.05,2.60349,5992,1.171,0.96
1.874967748,0,10.0159,31500,0.189363,378.99,0.0381,58.67,1.57165,4588,18.328,2.09
1.876406096,0,1.531,434,0.018916,1.57,0.0281,88.11,9.13,5198,0.759,0.843
1.877350712,0,1.7478,186,0.012667,1.46,0.0308,87.86,7.97,6382,1.059,1.104
1.877878538,0,2.39,47.5,0.006379,0.78,0.03,87.58,5.89,6324,1.115,1.017
1.878156188,0,2.058,788,0.034268,2.51,0.0258,70.49,2.87,5075,0.67,0.649
1.87885327,0,3.302,121,0.010341,0.97,0.0291,82.35,3.85,5851,0.863,0.93
1.87886973,0,3.876,182,0.013001,1.04,0.0277,77.19,2.96,5448,0.734,0.815
1.87887673,0,6.60887,824000,1.0993,148.25,0.0304,84.55,4.6402,6569,1.235,1.06
1.878877205,0,5.8768,104000,0.501848,109.55,0.0348,70.29,2.9789,7542,1.999,1.582
1.8789138,0,4.279,30.2,0.005224,1.9,0.0379,79.51,2.94,8046,3.339,2.06
1.882438182,0,3.50695,344000,0.564488,74.77,0.0285,86.4,6.2824,6322,1.213,0.872
1.886002102,0,1.021,47.4,0.006395,0.65,0.0294,88.44,13.27,5793,0.925,0.954
1.88665445,0,1.343,2100,0.321214,43.81,0.0299,72.18,4.15,6296,1.249,1.005
1.88899036,0,3.486,59,0.007007,0.83,0.0303,89.84,4.209,5973,1.081,1.036
1.88912273,0,4.219,60.2,0.007221,0.59,0.0276,81.19,3.11,5413,0.754,0.786
1.88984957,0,19.45,250000,0.934191,73.04,0.0265,53.01,1.965,5328,0.716,0.695
1.890227354,0,3.855,112000,0.493645,42.05,0.0285,77.59,4.452,5356,0.78,0.872
1.89114441,0,8.724,49.9,0.095967,6.57,0.0256,11.79,1.112,4267,0.627,0.622
1.89117723,0,6.986,176,0.219581,164.49,0.0276,17.1,1.263,5086,6.86,0.784
1.89121656,0,5.14,66.8,0.007594,0.73,0.0276,81.32,2.68,5741,0.884,0.781
1.89124187,0,4.415,106,0.009199,0.93,0.0293,86.55,3.295,5285,0.927,0.933
1.89124453,0,5.08,31,0.005493,1.19,0.0272,69.79,2.125,5850,1.977,0.749
1.89124738,0,4.697,410,0.018599,1.2,0.025,81,2.89,4615,0.589,0.579
1.8912501,0,7.648,731,0.270995,23.5,0.0274,23.83,1.356,4883,0.794,0.767
1.89125855,0,5.415,67.9,0.008015,0.81,0.0279,71.65,2.15,6569,0.927,0.805
1.89125883,0,4.656,275,0.014508,23.6,0.0286,89.76,3.203,4449,14.894,0.87
1.891268461,0,8.24958,642000,0.785578,399.93,0.0454,86.81,3.29152,11287,4.662,3.471
1.89127438,0,4.491,32.3,0.00538,2.03,0.0378,79.69,2.872,7919,3.46,2.01
1.8912851,0,6.182,1220,0.258518,19.96,0.027,32.77,1.446,4700,0.707,0.734
1.89129338,0,5.677,33.8,0.005274,0.42,0.0267,81.3,2.466,4986,0.733,0.709
1.89129881,0,5.294,82,0.008836,0.86,0.0293,71.02,2.148,5806,0.893,0.935
1.89131005,0,5.687,156,0.052345,6.4,0.0281,25.57,1.147,5706,1.12,0.824
1.8913182,0,4.374,202,0.013008,0.9,0.0255,81.85,3.09,4476,0.633,0.618
1.89132292,0,5.607,16,0.003928,0.9,0.0376,69.35,2.009,8482,2.106,1.987
1.89134156,0,5.891,68.4,0.008174,0.99,0.0313,66.86,1.881,6387,1.105,1.145
1.89134201,0,4.674,129,0.01037,0.92,0.0289,85.37,3.098,5658,0.815,0.895
1.89140138,0,9.52,558,0.246923,25.67,0.0296,18.5,1.288,5504,0.952,0.968
1.897828815,0,2.7114,132,0.010464,1.73,0.0302,87.55,5.301,5640,1.515,1.024
1.89873195,0,1.382,78,0.008093,0.93,0.031,88.91,10.39,5942,1.05,1.104
1.901655058,0,4.6545,87300,0.483068,89.89,0.0331,73.03,3.536,6929,1.704,1.343
1.902208647,0,2.19877,2340,0.043475,4.45,0.0293,89.03,6.881,5400,0.937,0.931
1.906633332,0,3.0825,268,0.020059,2.72,0.0322,54.12,1.6712,6736,1.243,1.224
1.907810683,0,1.8707,121,0.010107,0.91,0.0295,86.74,7.22,5435,0.824,0.937
1.908525084,0,4.169,219,0.013861,3.74,0.0397,89.75,3.5943,9174,2.471,2.294
1.914158508,0,3.2917,7830,0.111651,13.63,0.0318,70.39,2.807,6289,1.118,1.164
1.916940872,0,1.4243,105,0.009377,0.89,0.0282,87.57,9.53,5083,0.872,0.815
1.920062587,0,1.437,227,0.013851,1.12,0.0283,87.69,9.58,5266,0.741,0.83
1.92027188,,2.65,,,,,,,,,
1.921437488,0,1.9046,279,0.019017,1.77,0.0279,74.86,3.52,5238,0.851,0.784
1.92149487,0,1.891,1010,0.322515,79.14,0.0359,60.18,2.59,6831,2.247,1.675
1.922009494,0,3.101,6550,0.40951,48.61,0.0287,61.84,2.781,5880,1.087,0.854
1.922799706,0,1.8604,260,0.014398,1.28,0.029,89.74,8.026,5194,0.815,0.879
1.922861499,0,3.5734,1920,0.051164,5.09,0.0306,63.89,2.1435,5778,0.911,1.028
1.922862476,0,3.4594,101000,0.496555,70.65,0.0312,78.15,4.874,6408,1.303,1.087
1.926353494,0,2.5305,185,0.013594,1.33,0.0292,78.81,3.95,6063,0.899,0.893
1.926366998,0,3.98088,400000,0.646168,53.63,0.0273,85.16,5.893,5176,0.76,0.735
1.926888595,0,1.235,130,0.010922,1.31,0.0321,86.56,9.82,6268,1.1,1.188
1.927177921,0,2.7742,136000,0.34237,28.94,0.0273,86.66,6.8532,5193,0.774,0.732
1.92730001,0,18.812,6180,0.379426,45.99,0.0304,22.18,1.388,6057,1.11,1.009
1.928420823,0,3.8253,191000,0.548353,79.4,0.0319,80.92,5.1846,6615,1.326,1.165
1.930451347,0,3.87956,53100,0.460769,58.77,0.0327,72.7,3.77,6154,1.168,1.247
1.93155546,0,1.614,505,0.023982,2.25,0.0299,80.37,5.15,5461,0.858,0.957
1.93188768,0,1.087,37.8,0.00568,0.57,0.0304,88.89,13.22,5896,0.914,1
1.937029968,0,1.4727,312,0.016332,0.87,0.0242,89.41,10.175,4042,0.49,0.505
1.941635737,0,2.46683,69800,0.470993,59.71,0.0322,80.02,6.183,6525,1.161,1.183
1.94468659,0,18.22,456,0.180979,69.59,0.0384,10.89,1.18,7894,3.521,1.995
1.945914237,0,2.8712,9880,0.396577,35.94,0.0286,66.98,3.255,5967,0.83,0.824
1.946198513,0,4.0336,131000,0.336034,52.58,0.0315,87.09,4.9043,6224,1.433,1.094
1.949700508,0,4.35014,38100,0.430688,56.11,0.033,68.61,3.1606,6469,1.193,1.26
1.951082219,0,1.6975,1150,0.039073,10.35,0.033,77.46,4.26,5302,2.426,1.258
1.95119541,0,1.907,59.7,0.006913,0.47,0.027,88.81,7.8,4936,0.628,0.689
1.952711161,0,0.872,403,0.024933,2.58,0.0308,80.96,6.12,5741,0.946,1.02
1.953285321,0,1.67598,1520,0.353327,151.56,0.0371,66.02,3.23,6450,3.928,1.782
1.954525966,0,2.0944,393,0.019224,2.38,0.0307,82.98,5.51,5741,1.136,1.01
1.956811408,0,2.1958,24900,0.327759,21.58,0.0259,78.08,5.28,5209,0.603,0.602
1.958577398,0,2.388,453,0.020167,1.8,0.0296,83.57,5.27,5402,0.816,0.901
1.96134311,0,11.856,208,0.173014,41.53,0.0353,12.47,1.187,6221,2.198,1.516
1.962282625,0,1.45,68.3,0.007549,0.81,0.0298,89.06,10.29,5726,0.979,0.915
1.96433113,0,2.381,139,0.010865,1.33,0.0323,88.55,6.319,6306,1.121,1.166
1.96682825,0,1.645,214,0.01358,1.18,0.0295,87.19,8.47,5595,0.796,0.89
1.970340203,0,1.7901,403,0.021783,3.97,0.0303,79.56,4.74,4883,1.667,0.951
1.97362159,,3.29,,,,,,,,,
1.97376085,0,1.82542,30200,0.159864,8.78,0.025,87.9,9.2,3807,0.503,0.534
1.97507424,0,2.61,131,0.010488,1.08,0.0311,88.5,5.8,6065,0.947,1.022
1.97515457,0,2.633,66.1,0.007324,0.92,0.0306,89.73,5.8,5571,1.145,0.976
1.975208831,0,1.513,76.3,0.008328,1.59,0.0326,86.18,8.4,6401,1.744,1.185
1.97650073,0,1.788,113,0.009654,0.97,0.031,89.63,8.53,5792,0.923,1.015
1.980356674,0,2.4743,272,0.016185,2.1,0.0309,80.89,4.5,6078,1.189,1.005
1.98514635,0,1.625,233,0.013873,1.28,0.0303,89.23,9.4,5581,0.845,0.946
1.985586627,0,2.53163,72600,0.299344,105.22,0.0354,82.54,6.1944,6651,3.219,1.503
1.98663794,0,4.7585,63200,0.470304,134.5,0.0411,70.65,3.334,9191,2.619,2.349
1.99042642,0,3.083,134,0.010627,1.17,0.0317,89.23,5.008,6198,1.005,1.072
1.992098705,0,4.03833,69400,0.466485,45.85,0.0308,74.4,3.975,6024,0.9,0.985
1.992812339,0,2.066,315,0.148573,6.81,0.0238,55.11,1.971,3638,0.42,0.45
1.99469354,0,5.297,75.1,0.008287,0.46,0.0249,74.27,2.37,3799,0.51,0.518
1.99492332,0,5.898,77.7,0.008828,0.94,0.0319,65.82,1.885,5957,0.971,1.083
1.99566293,0,4.514,197,0.013185,1.11,0.0294,78.95,2.94,5235,0.771,0.862
1.99567242,0,3.58,18,0.004048,0.75,0.033,81.02,3.61,6773,1.69,1.207
1.995728294,0,6.43532,252000,0.480699,45.2,0.0285,82.29,3.4632,5807,0.861,0.771
1.99638423,0,2.4,29.4,0.005002,0.59,0.0324,87.96,6.251,6249,1.076,1.13
1.9997244,0,1.976,85.1,0.008536,0.84,0.031,87.08,7.28,5838,0.897,0.992
2.002779769,0,2.231,261,0.014608,1.42,0.0289,87.95,6.784,5346,0.892,0.799
2.00280845,,1.22,,,,,,,,,
2.00383703,0,3.473,42.3,0.005986,0.67,0.0317,86.44,4.32,6045,1.028,1.055
2.005414293,0,1.934,59.5,0.008216,0.65,0.0274,77.66,4.09,5374,0.721,0.68
2.007750531,0,2.0715,352,0.017357,1.64,0.0308,86.51,6.89,5645,0.865,0.965
2.00870696,0,4.87,53.5,0.006628,0.55,0.0278,86.5,3.17,5341,0.759,0.705
2.012094,0,2.157,74.8,0.00782,0.99,0.0309,89.47,7.1917,5633,1.162,0.973
2.015152464,0,8.17997,562000,0.73335,132.05,0.0353,84.78,3.3805,6988,1.649,1.448
2.01948607,0,5.248,275,0.020811,2.15,0.0311,42.29,1.32,5884,0.944,0.985
2.019997006,0,1.8073,333,0.016938,1.46,0.0293,86.2,7.58,5103,0.787,0.823
2.022658,0,3.343,136,0.010856,1.15,0.0318,84.41,4.31,6091,0.967,1.045
2.023123903,0,1.1829,1290,0.032684,2.87,0.0301,89.89,13.502,5559,0.803,0.899
2.023126394,0,1.2771,72.2,0.007962,0.92,0.0321,88.01,11.26,6349,1.059,1.077
2.024143568,0,2.5273,239,0.014511,1.94,0.0314,84.56,5.4,5794,1.225,1.004
2.0248205,0,2.55,63.3,0.007277,1.01,0.0322,87.61,5.954,5865,1.272,1.088
2.02487934,0,1.621,146,0.011131,1,0.0288,87.66,8.97,5440,0.825,0.779
2.025580416,0,4.48448,45000,0.198938,43.23,0.0353,83.67,3.9352,6348,1.99,1.431
2.027383251,0,1.5528,3860,0.325674,31.12,0.0286,74.41,4.64,5544,0.875,0.761
2.028512246,0,5.00309,122000,0.449196,50.28,0.0313,76.58,3.753,6105,1.025,0.99
2.032318856,0,1.1596,288,0.015039,1.12,0.0283,89.96,13.6,4670,0.682,0.761
2.032319072,0,1.6762,316,0.016327,1.87,0.0326,89.19,9.353,6156,1.05,1.114
2.03387483,0,3.097,73.6,0.007727,1.6,0.0322,87.24,4.951,5282,1.899,1.075
2.03742712,0,3.939,36,0.006048,0.9,0.0325,72.32,2.61,6356,1.358,1.101
2.03743942,0,3.103,113,0.009757,0.82,0.0295,88.85,5.07,5751,0.774,0.826
2.037440623,0,3.442,119,0.010693,1.19,0.0312,77.61,3.33,6253,1.015,0.975
2.037453129,0,5.43155,316000,0.607064,136.3,0.0338,82,4.39013,6456,2.056,1.244
2.03746414,0,2.895,139,0.010807,1.12,0.0317,89.91,5.47,6117,0.947,1.025
2.045166206,0,6.84312,264000,0.563641,131.41,0.036,78.81,3.4058,7128,2.135,1.479
2.04516705,0,3.625,155,0.01232,2.9,0.041,76.18,3.1,9206,2.157,2.194
2.0481582,0,1.899,183,0.012387,1.16,0.0311,88.76,8.234,5799,0.86,0.955
2.049602348,0,1.061,186,0.012687,1.08,0.0301,88.16,13.52,5356,0.78,0.872
2.050435466,0,8.0122,7770,0.386675,34.84,0.0291,41.09,1.692,5440,0.825,0.779
2.05048377,0,3.67,60.5,0.007054,0.66,0.0287,89.83,4.338,5568,0.854,0.752
2.052349884,0,2.0778,14300,0.11123,13.12,0.0322,86.76,7.743,5855,1.08,1.049
2.053341891,0,2.596,65.5,0.009704,1.44,0.0324,61.5,2.03,6084,1.358,1.076
2.053866175,0,4.8045,5020,0.354413,158.25,0.0318,51.71,2.042,5051,4.089,1.014
2.05388477,0,2.1635,547,0.021331,2.74,0.0313,87.74,7.15,5632,1.176,0.965
2.057499811,0,2.569,326,0.01583,1.27,0.0284,89.96,6.243,4620,0.736,0.723
2.06190864,0,1.9743,214,0.013746,1.63,0.0313,85.54,6.9,5622,1.089,0.958
2.064900876,0,6.8769,10900,0.388171,38.19,0.0311,48.5,1.891,5714,0.901,0.939
2.065351521,0,2.661,173,0.012596,1.03,0.0282,82.4,4.76,5266,0.749,0.702
2.069415479,0,5.71941,16200,0.406208,55.45,0.0343,56.39,2.242,6640,1.25,1.261
2.071939672,0,4.45367,199000,0.552408,75.64,0.032,80.43,4.846,6140,1.254,1.014
2.072177815,0,4.54864,294000,0.593703,46.55,0.0294,82.9,5.1884,5519,0.718,0.811
2.073873563,0,6.5605,604000,0.746,274.78,0.0403,87.37,4.31604,7803,3.373,2.023
2.080431782,0,7.4997,894000,1.496806,345.7,0.0387,81.6,5.2808,8344,2.115,1.79
2.08043378,0,7.708,6860,4.177551,510.48,0.0334,19.79,5.43,6377,1.119,1.147
2.086075752,0,2.2647,3660,0.066543,10.3,0.0304,76.77,3.991,6131,1.417,0.862
2.086076372,0,2.4032,58900,12.633445,1543.74,0.0302,52.67,22.1,6124,1.119,0.839
2.08802799,0,24.017,70.8,0.010598,1.93,0.0352,12.61,1.01072,6593,1.67,1.335
2.090811305,0,3.388,116,0.010686,1.62,0.0329,77.03,3.32,5739,1.384,1.083
2.09227115,0,2.4062,208,0.013112,2.06,0.0319,87.62,6.52,5565,1.439,0.989
2.10081629,0,2.8182,169,0.016455,1.65,0.0318,57.97,1.846,5815,0.918,0.974
2.102416517,0,1.7684,1500,0.27969,29.29,0.0326,67.85,3.28,5999,0.959,1.045
2.1032389,0,6.4774,24900,0.426764,36.63,0.0307,57.98,2.2796,5546,0.786,0.88
2.103239235,0,7.08365,315000,0.608805,64.15,0.0321,79.9,3.5339,6074,0.965,0.992
2.10413487,0,4.2269,321000,0.613788,67.03,0.0322,83.93,5.778,5780,1,1
