Orbital Period(Hr),Eccentricity,Transit_duration(Hr),Transist dept(ppm),Planet star radius ratio,Planet radius (Earth Radius),Orbital Semi major axis(au),inclination(degree),planet star distance over star radius,stellar effective temperature(K),Stellar radius(solar radius),Stellar mass(solar mass)
288.94276,0,11.43,161,0.011657,1.05,0.7687,89.95,189.3,5786,0.827,0.724
289.490952,0,3.91,773,0.025454,2.87,0.8552,89.95,574,5978,1.032,0.995
289.7696114,,3.19,,,,,,,,,
289.788624,0,2.857,474,0.020974,5.51,1.0558,89.95,629,8057,2.407,1.868
289.86046,0,11.103,235,0.014163,1.5,0.8494,89.95,188.2,5914,0.971,0.973
289.864067,0,7.565,529,0.024234,2.34,0.7961,89.7,164.8,5516,0.886,0.799
290.02002,0,23.87,173,0.012446,1.56,0.9025,89.38,79.7,6452,1.148,1.164
290.1401717,0,2.1583,4840,0.083972,11.58,0.8431,89.9,564,5631,1.263,0.947
290.196139,0,13.698,281,0.015371,2.35,0.9128,89.99,164.3,6238,1.403,1.204
290.438547,0,12.85,213,0.013162,1.11,0.7939,89.95,174.2,5392,0.775,0.79
290.625016,0,4.411,148,0.010877,2.86,0.9001,89.95,507,5195,2.409,1.151
290.7778719,0,12.0525,226000,0.564828,45.27,0.7829,89.83,252.04,5207,0.734,0.756
291.306507,0,2.91,1130,0.030489,2.49,0.7716,89.95,744.6,5031,0.748,0.72
292.09809,0,14.43,529,0.021637,2.09,0.8541,89.95,136.4,5955,0.883,0.972
293.38641,0,15.23,94.9,0.009232,1.35,0.8842,89.76,125.7,6392,1.34,1.067
293.392635,0,3.661,519,0.020508,6.84,0.8787,89.95,620,5203,3.055,1.051
293.5056071,0,3.4075,6820,0.442295,48.59,0.8311,89.78,350,5455,1.006,0.887
293.60581,0,11.07,165,0.011798,1.37,0.9057,89.95,204.1,6167,1.064,1.149
293.70696,0,11.03,1580,62.968838,6140.44,0.8467,80.21,384,6054,0.893,0.938
293.76887,0,4.68,462,0.021349,1.97,0.8263,89.95,331,6074,0.847,0.871
294.055263,0,14.32,770,0.025404,2.8,0.8824,89.95,160.57,6108,1.011,1.052
294.202469,0,2.36,248,0.014617,2.61,0.9426,89.95,965,6897,1.635,1.291
295.06066,0,16.18,72.2,0.007668,0.64,0.7735,89.98,140.2,5332,0.762,0.708
295.958914,0,4.244,464,0.019401,2.1,0.8312,90,542.9,5505,0.992,0.871
296.6375817,0,16.425,2760,0.048876,7.56,0.8589,89.81,132,5866,1.417,0.958
297.113395,0,4.529,275,0.015333,5.37,1.0563,89.95,509,6626,3.206,1.776
297.71402,0,13.413,1370,0.038734,45.69,1.0187,89.38,105.3,4916,10.801,1.587
297.78282,0,18.38,392,0.018124,1.17,0.7267,89.95,121.5,4192,0.59,0.577
298.4688,0,3.748,315,0.01599,11.33,1.1066,89.95,608.6,5189,6.491,2.026
299.70688,0,15.39,231,0.013829,1.15,0.8252,89.95,149.7,5606,0.76,0.832
302.34971,0,4.978,622,0.022799,1.98,0.8332,89.94,422,4829,0.794,0.843
302.3886782,0,3.1229,41300,0.435247,40.73,0.8341,89.9,651.1,5328,0.857,0.845
302.77571,0,3.183,1110,0.03016,1,0.5874,89.95,743,3358,0.303,0.294
302.779824,0,16.847,271,0.015017,1.31,0.8412,90,139.36,5734,0.797,0.865
303.226376,0,1.802,1460,0.035058,3.66,0.8778,89.95,1323,5952,0.955,0.982
303.91225,0,15.37,480,0.020355,1.97,0.8656,89.78,134,5412,0.887,0.936
305.0762469,0,6.255,4040,0.061965,7.82,0.9117,89.87,299,5716,1.155,1.083
307.9473572,0,15,11300,0.157367,76.66,0.854,88.17,30.3,4878,4.461,0.874
308.024953,0,2.665,353,0.017225,3.55,0.8409,89.95,848,5220,1.887,0.835
308.185801,0,3.689,709,0.023885,2.12,0.8686,90,653.2,5380,0.813,0.924
308.255238,0,11.959,637,0.022287,18.98,1.0759,89.99,201.3,4852,7.797,1.742
308.544422,0,18.503,587,0.022233,3.28,0.9625,89.99,130.198,6325,1.349,1.252
309.191789,0,11.392,123,0.010221,1.96,0.9234,89.96,207,6299,1.754,1.095
309.19347,0,23.51,1450,0.034328,3.07,0.8687,89.95,103.2,5504,0.819,0.918
309.25581,0,10.72,421,0.018899,2.18,0.9158,89.95,215.3,6060,1.057,1.067
309.494217,0,13.716,292,0.015842,2.79,0.9402,89.95,174.86,6908,1.614,1.155
309.89103,0,16.4,321,0.017056,2.15,0.9485,89.73,121.7,6450,1.155,1.183
309.933134,0,7.165,176,0.013076,1.8,0.9603,89.82,232,6299,1.262,1.236
310.61299,0,2.562,920,0.027847,3.04,0.9211,89.95,936,6063,1.001,1.079
312.61007,0,14.85,439,0.019933,2.01,0.914,89.74,132.6,5818,0.925,1.039
313.051405,0,10.969,595,0.02246,2.91,0.9249,89.95,218.2,6218,1.185,1.072
313.0927507,0,14.3447,446000,0.646575,47.52,0.7828,89.92,266.524,5067,0.673,0.651
313.19875,0,8.603,721,0.024491,1.95,0.8407,89.92,267,5254,0.73,0.816
313.82752,0,4.187,168,0.01184,1.26,0.8983,89.95,576,5914,0.973,0.981
314.765374,0,3.325,732,0.024308,2,0.8508,89.95,732,5228,0.755,0.836
315.0771719,,10.31,,,,,,,,,
315.502534,0,3.112,689,0.023284,19.71,1.169,89.95,792,4970,7.752,2.137
315.81065,0,23.66,542,0.020529,1.82,0.8365,89.95,103.63,4875,0.81,0.781
316.57747,0,14.64,269,0.015014,1.47,0.9079,89.95,162.2,5822,0.898,0.994
316.950146,,5.33,,,,,,,,,
317.009388,0,3.013,327,0.016272,4.03,0.9541,89.95,781,5066,2.27,1.15
317.062416,0,7.438,443,0.020361,1.59,0.8404,89.85,249.9,5366,0.715,0.793
317.74527,0,17.54,207,0.014451,2.1,0.8391,89.49,88.7,6050,1.333,0.779
317.99484,0,7.28,719,0.024768,2.22,0.8831,89.93,314,5665,0.82,0.916
318.25858,0,4.39,756,0.02448,2.03,0.8575,89.95,568,5108,0.759,0.833
318.49078,0,3.012,630,0.023412,3.01,0.9166,89.95,749,6026,1.176,1.01
319.30633,0,6.74,155,0.011406,1.26,0.9383,89.99,364,6095,1.014,1.08
320.1847186,,11.94,,,,,,,,,
320.347208,0,7.159,263,0.015352,1.58,0.9225,89.89,292,6146,0.943,1.02
320.5679455,0,15.3614,899,0.027436,2.43,0.8854,89.88,155.060445,5546,0.81,0.907
321.00742,0,13.01,307,0.016903,3.7,0.8746,89.95,145.2,5258,2.004,0.864
321.02094,0,7.51,593,0.022141,1.96,0.8315,89.95,319.8,5334,0.81,0.743
321.2124365,0,4.012,2360,0.051603,7.25,0.9453,89.86,359,6018,1.286,1.09
321.2419428,,10.16,,,,,,,,,
321.55087,0,5.863,397,0.018217,1.68,0.8994,89.95,421,5835,0.847,0.935
322.221973,0,7.531,466,0.019817,2.18,0.9233,89.95,325.9,6026,1.006,1.007
322.48381,0,22.99,1020,0.036359,3.5,0.911,88.86,47.3,5968,0.881,0.97
322.50741,0,20.688,350,0.020725,2.11,0.8977,89.04,54.5,5708,0.933,0.926
322.544807,0,11.236,88,0.008442,0.68,0.8613,89.95,221.1,5359,0.741,0.823
322.5566305,,3.74,,,,,,,,,
323.159363,0,2.427,369,0.017259,3.41,0.8873,89.95,1033.6,5251,1.811,0.891
323.2575,0,17.26,287,0.015382,2.01,0.9366,89.99,145.2,5866,1.198,1.045
323.66542,0,20.37,1180,0.031078,1.58,0.7209,89.99,125.1,3737,0.466,0.476
323.77153,0,17.57,354,0.016771,1.44,0.8795,89.95,142.6,5196,0.784,0.863
323.972022,0,1.25,462,0.020839,2.96,0.9659,89.95,1548,6002,1.302,1.146
324.18028,0,18.15,87.9,0.009248,2.2,0.9789,89.56,94.6,5792,2.183,1.19
326.3659519,,3.75,,,,,,,,,
326.370361,0,4.526,569,0.022149,22.6,1.2932,89.95,493,5188,9.343,2.707
326.6708,0,10.84,386,0.018788,2.2,0.9045,89.95,187.3,5896,1.072,0.924
326.70552,0,3.36,794,0.025926,2.83,0.8585,89.95,760,6036,0.998,0.789
327.063,0,8.06,1010,0.02929,2.82,0.9231,89.95,294,5750,0.882,0.98
328.0485,0,13.75,398,0.018484,2.22,0.9857,89.89,175.8,6268,1.1,1.188
328.240201,0,12.2726,13900,0.117884,10.99,0.9084,89.75,169.35,5234,0.854,0.927
328.32211,0,13.53,399,0.017786,1.3,0.8367,89.95,187.5,4906,0.668,0.736
328.84846,0,5.45,901,0.028153,2.23,0.8538,89.95,404,5382,0.724,0.765
329.71491,0,12.11,337,0.016823,1.39,0.8532,89.95,211,5576,0.758,0.76
330.025002,0,6.659,259,0.015636,5.92,1.1069,89.86,286,6126,3.466,1.658
330.071558,0,4.295,617,0.024125,2.94,0.9342,89.91,449,5933,1.115,0.998
330.738115,0,4.998,333,0.016511,4.42,1.0084,89.95,508,5458,2.453,1.248
330.80879,0,21.669,275,0.018286,2.13,0.9363,88.97,51,6158,1.066,0.998
330.906041,0,3.846,740,0.024381,2.05,0.883,89.95,673,5461,0.769,0.838
331.55459,0,5.35,289,0.015518,1.36,0.8995,90,481,5762,0.801,0.892
331.5972732,0,14.404,8320,0.083115,10.89,0.9654,89.99,190.456,5970,1.2,1.089
331.70918,0,7.44,3460,77.534561,6815.75,0.8952,85.37,934,5282,0.805,0.868
331.7824813,,4.94,,,,,,,,,
331.81534,0,10.56,370,0.01763,1.84,0.9508,89.95,241.3,6029,0.956,1.04
331.92622,0,10.84,809,0.02583,2.25,0.8986,89.99,239.9,5652,0.798,0.888
332.74984,0,14.77,518,0.02098,2.55,0.9616,89.95,174.3,6372,1.112,1.063
333.03842,0,5.948,1260,0.032328,3.19,0.9462,89.95,432,5743,0.903,1.018
333.486169,0,3.199,639,0.02259,19.3,1.2233,89.98,796,4989,7.824,2.19
333.7163405,0,4.8236,420,0.018814,3.53,0.9339,89.99,536.215768,6045,1.719,0.975
334.87402,0,35.42,388,0.185196,47.48,1.031,85.78,15.84,6122,2.348,1.299
335.43143,0,10.3,228,0.01382,7.12,1.1236,89.95,231,5172,4.721,1.679
335.56311,0,13.06,158,0.011552,1.83,0.9777,89.95,197.2,6200,1.448,1.105
337.377514,0,12.136,6110,0.341647,37.23,0.958,89.38,106.2,6029,0.998,1.025
338.00692,0,16.745,544,0.02127,2.09,0.929,89.93,154.91,5741,0.898,0.934
338.20075,0,15.23,678,0.023523,2.08,0.9183,89.95,168.6,5381,0.811,0.903
339.18109,0,5.34,158,0.011599,1.7,0.9729,89.95,489.4,6407,1.344,1.065
339.18998,0,5.117,822,0.026027,2.75,0.9053,89.95,507,5544,0.966,0.859
339.4293408,,7.5,,,,,,,,,
339.633833,0,8.859,518,0.020722,2.04,0.9485,89.95,297.2,5823,0.901,0.984
341.01495,0,5.12,386,0.017606,1.72,0.9007,89.99,516,5327,0.896,0.836
341.557931,0,3.365,433,0.020144,6.81,1.0293,89.95,593,5138,3.098,1.245
342.315407,0,12.476,720,0.024761,3.15,1.0088,89.95,210.8,6425,1.164,1.168
342.5531572,0,73.8068,193000,0.535184,830.99,1.1975,89.02,46.539,4857,14.219,1.95
342.830882,0,3.826,451,0.018936,10.76,0.8985,89.95,694.8,4994,5.205,0.821
343.42046,0,11.11,483,0.020371,2.15,0.9617,89.95,226.1,6115,0.967,0.999
343.49816,0,7.46,431,0.018707,1.27,0.8158,89.95,336,4256,0.624,0.614
343.56446,0,18.94,180,0.012412,1.8,0.9658,89.8,126.8,5770,1.326,1.017
344.06248,0,15.6,136,0.013019,5.26,1.2186,89.18,65.6,7664,3.697,2.039
344.961485,0,3.023,428,0.018978,1.61,0.8588,89.95,847,5481,0.775,0.709
345.128277,0,15.925,324,0.016543,1.94,1.0148,89.94,165.8,6214,1.076,1.169
345.1589354,0,7.5646,5090,0.076581,7.79,0.9746,89.77,220.9,5597,0.931,1.032
345.1846728,0,6.5468,30000,0.423538,44.91,0.9348,89.79,321.3,5712,0.971,0.912
345.7671,0,15.38,213,0.013475,2.5,1.0008,89.86,160.6,5845,1.702,1.115
345.9820728,,2.97,,,,,,,,,
346.31688,0,21.92,1440,0.044667,5.21,0.986,88.94,51.4,6060,1.068,1.061
346.36642,0,14.94,148,0.011407,1.57,0.9944,89.95,160.5,6327,1.259,1.089
346.4174,0,9.23,662,0.023367,2.41,0.9687,89.95,290.1,5754,0.946,1.008
347.97611,0,16.77,341,0.016926,1.62,0.9577,89.98,160.9,5995,0.878,0.964
348.61891,0,3.567,689,0.024049,2.4,0.9721,89.95,735,5911,0.914,1.006
348.665961,0,3.849,391,0.017899,9.56,1.0528,89.95,702,5183,4.89,1.276
348.68162,0,10.959,309,0.016594,2.09,1.0261,89.86,214.3,6450,1.155,1.183
348.96347,0,13.84,585,0.023531,2.04,0.9152,89.95,145.2,4823,0.792,0.837
349.03703,0,4.76,777,0.025262,2.27,0.9363,89.95,571,5583,0.824,0.899
349.41047,0,15.02,653,0.023379,2.41,0.9902,89.95,174.9,5878,0.945,1.058
349.58811,0,5.052,373,0.016609,134.79,1.1802,89.95,528,3860,74.32,1.792
349.73652,0,3.428,886,0.026683,2.32,0.9325,89.95,800,5310,0.796,0.886
349.85525,0,5.42,842,0.027213,2.63,0.964,89.94,447,5941,0.885,0.975
350.34114,0,16.97,1360,0.033137,2.5,0.8887,90,162.9,5188,0.69,0.768
350.514,0,19.53,214,0.013546,2.22,0.9955,89.89,134.3,6382,1.5,1.068
350.609298,0,1.621,370,0.017817,3.88,1.047,89.95,1680,6658,1.992,1.244
350.65158,0,7.976,248,0.014422,1.31,0.9467,90,340.7,5882,0.833,0.923
350.81029,0,11.29,538,0.021345,2.86,1.0199,89.95,224.1,5841,1.226,1.148
350.98474,0,14.49,600,0.022111,1.97,0.918,89.95,188.5,5473,0.816,0.837
351.204993,0,22.414,1260,0.035588,3.57,0.9186,89.46,81.9,5845,0.918,0.838
351.25069,0,3.648,1320,0.032459,2.23,0.8302,89.95,748,4828,0.63,0.616
351.2878737,0,11.2066,135000,0.385439,38.47,0.9771,89.86,284.63,5911,0.914,1.006
352.710091,0,2.901,1660,0.037835,3.75,0.971,89.98,914,6112,0.908,0.981
353.01861,0,15.583,375,0.017844,2.25,1.0346,89.98,175.8,6450,1.155,1.183
353.04037,0,14.102,240,0.014198,1.04,0.8695,89.86,175.6,5061,0.668,0.704
353.36705,0,3.279,34.1,0.00548,2.6,1.3625,89.95,802,8892,4.35,2.697
353.40191,0,6.681,948,0.028255,2.35,0.8982,89.95,370,4957,0.763,0.772
353.65927,0,4.543,1020,0.028863,2.58,0.9524,89.95,594,5438,0.82,0.92
354.21154,0,18.594,821,0.025386,8.41,1.0491,89.95,146.3,4842,3.035,1.227
354.63284,0,2.227,281,0.015452,0.9,0.7924,89.95,1175,4206,0.535,0.525
354.78194,0,6.46,193,0.183356,30.53,0.947,89.1,74.4,5798,1.525,0.899
354.7897,0,12.62,81,0.008275,0.47,0.7963,89.87,194,3778,0.515,0.533
354.95118,0,13.02,422,0.01887,2.53,1.0664,89.95,212.1,6392,1.23,1.281
355.79978,0,5.972,172,0.012292,1.87,1.0419,89.95,414,6350,1.394,1.188
355.84731,0,16.68,124,0.010324,1.68,1.08,89.95,162.6,6823,1.493,1.332
355.86134,0,23.39,1220,0.031879,2.79,0.9429,90,119.9,5736,0.801,0.892
356.535835,0,5.467,3110,0.345194,28.27,0.8736,89.64,205,5385,0.75,0.698
356.99135,0,17.03,748,0.024821,2.47,0.9483,89.95,159.4,5539,0.913,0.892
357.13089,0,13.04,331,0.016564,1.62,0.9831,89.95,210.8,5838,0.897,0.992
357.41382,0,3.675,777,0.025637,3.01,1.0151,89.95,754.43,6233,1.076,1.086
357.437578,0,15.903,272,0.015415,3.13,1.1758,89.95,172.62,7610,1.862,1.693
357.588538,0,3.367,345,0.017246,3.53,1.1418,89.95,816,7435,1.876,1.547
357.77096,0,12.999,216,0.013271,1.42,0.9427,89.95,211.9,5523,0.981,0.871
357.82544,0,9.12,153,0.011865,1.7,1.0224,89.85,236,6131,1.312,1.109
358.101884,0,6.393,114,0.010135,0.95,0.9525,89.95,354,5786,0.856,0.898
358.5445555,,11.46,,,,,,,,,
358.56462,0,11.64,170,0.012051,0.99,0.8778,89.95,217.7,5375,0.752,0.7
358.66044,0,16.732,134,0.010526,1.62,0.9354,89.98,165.2,5619,1.406,0.848
358.74318,0,19.76,761,0.024907,2.25,0.9602,89.94,140.57,5482,0.826,0.918
358.818895,0,2.503,666,0.026495,2.66,0.9572,89.93,669,6056,0.918,0.908
358.96247,0,23.49,671,0.023964,2.37,0.9901,89.78,108.8,5743,0.904,1.003
358.96844,0,21.71,808,0.026105,2.7,0.9972,89.93,128.2,6117,0.947,1.025
359.00688,0,32.16,2020,0.313721,28.57,0.9456,87.65,30.8,5715,0.834,0.873
359.04147,0,14.04,3660,0.356517,27.1,0.873,89.16,87.5,4596,0.696,0.688
359.047933,0,16.637,5620,0.067781,7.76,0.9511,90,176.05,5609,1.048,0.889
359.08368,0,15.67,619,0.286377,29.15,0.9846,88.33,43.4,6256,0.932,0.986
359.1015,0,11.461,497,0.020691,2.37,1.0201,89.92,232.2,6373,1.047,1.094
359.102042,0,16.949,1100,0.237663,28.76,1.0368,88.57,48.2,6355,1.108,1.151
359.3259,0,9.836,246,0.014538,3.6,1.1329,89.95,275.92,6570,2.27,1.5
359.33831,0,18.566,978,0.028296,2.33,0.8852,89.93,149.8,5316,0.753,0.715
359.534371,0,24.205,5730,99.870651,64333.8,1.2337,76.2,423,5087,5.899,1.935
359.8249913,,5.22,,,,,,,,,
359.8455,0,34.84,504,0.020375,14.76,1.2126,89.95,74,4945,6.632,1.835
359.854745,0,3.429,302,0.017642,2.25,1.0501,89.95,497,6495,1.168,1.19
359.98653,0,3.866,671,0.0238,1.76,0.8826,89.95,678,5171,0.677,0.706
360.15417,0,12.806,791,0.025828,2.99,1.0423,89.95,213.3,6065,1.061,1.163
360.33012,0,15.16,1020,0.028979,2.34,0.9229,89.95,174.3,5054,0.74,0.81
360.477635,0,4.332,604,71.862778,11943.8,1.0133,85.37,937,6266,1.522,1.066
360.6448526,,11.19,,,,,,,,,
360.76458,0,21.22,384,0.762734,60.3,0.9173,86.52,30.1,5513,0.724,0.791
361.30991,0,12.968,276,0.014657,7.07,1.1641,89.95,215.3,4911,4.419,1.608
361.43653,0,9.08,272,0.015211,1.56,0.9233,89.95,301.6,6028,0.938,0.802
361.51099,0,4.868,236,0.014603,6.85,1.4011,89.95,518,9492,4.298,2.806
361.526458,0,6.947,525,0.027145,5.7,1.1533,89.58,133.2,7196,1.923,1.562
361.5456125,,25.28,,,,,,,,,
361.901618,0,4.984,184,0.012107,0.95,0.9042,89.99,559,5053,0.717,0.754
361.91436,0,8.68,228,0.014722,1.84,0.987,89.95,237,6247,1.147,0.978
362.0619,0,14.02,886,0.027809,2.12,0.9112,89.95,174.5,5271,0.698,0.773
362.1273,0,6.719,1100,0.030029,1.68,0.8039,89.95,422,3734,0.513,0.528
362.13187,0,5.59,849,0.026624,2.23,0.9196,89.95,468,5176,0.766,0.79
362.22202,0,14.29,52.5,0.006892,0.96,0.952,89.95,161.2,6113,1.277,0.874
362.49906,0,12.17,523,0.021571,2.51,0.9847,89.95,198.7,6043,1.065,0.968
362.69427,0,9.7,440,0.018881,3.54,0.9442,89.95,290.3,5288,1.719,0.854
362.747593,0,16.45,132,0.010655,2.51,1.0887,89.95,161.6,6176,2.16,1.31
362.85801,0,17.03,152,0.011853,1.9,1.045,89.72,129.4,6740,1.471,1.155
362.97828,0,14.083,261,0.014788,1.96,1.0009,89.98,199.5,6086,1.216,1.013
363.17077,0,28.26,385,0.018568,9.82,1.4756,90,99.98,10134,4.842,3.246
363.346158,0,4.911,896,0.02688,22.36,1.2824,89.97,557,4994,7.619,2.124
363.35755,0,19.85,395,0.017702,3.45,0.9628,89.95,142.2,5086,1.783,0.901
363.41165,0,14.79,962,0.028751,3.14,1.0229,89.95,178.5,6025,0.999,1.08
363.448167,0,6.013,2120,0.31025,37.03,1.0365,89.57,167.5,6289,1.093,1.121
363.706662,0,8.553,1620,0.045248,5.26,1.0077,89.38,154,6240,1.064,1.025
363.97165,0,5.702,1970,0.440765,40.48,0.976,89.55,177.4,5648,0.841,0.939
364.08733,0,14.09,372,0.017474,1.39,0.9149,89.95,198,5376,0.727,0.769
364.14397,0,15.37,514,0.021216,2.2,1.0073,89.83,163.6,6039,0.951,1.027
364.18129,0,6.65,470,0.019149,1.78,0.9383,89.95,425,4988,0.85,0.829
364.33929,0,13.486,1940,0.050387,4.4,0.9432,89.46,99.2,5606,0.8,0.841
364.42189,0,38.14,2500,0.332378,36.37,1.0253,87.39,28,6047,1.002,1.081
364.63189,0,22.93,303,0.016329,2.06,1.0531,89.95,110.5,6446,1.155,1.17
364.751562,0,13.057,1480,0.041985,2.89,0.8507,89.59,120.9,4386,0.63,0.616
364.95068,0,0.636,824,0.038256,3.69,0.9211,89.95,1765,5574,0.884,0.782
364.98242,0,12.346,533,0.025568,3.12,1.0483,89.47,99.5,6429,1.116,1.152
365.13981,0,4.46,531,0.02091,1.86,0.9615,89.95,636,5610,0.815,0.887
365.25921,0,13.74,529,0.020993,2.39,1.0104,89.95,207.4,5993,1.042,1.031
365.5435,0,14.78,753,0.025896,3.04,1.0416,89.82,167.3,6306,1.076,1.126
365.61087,0,16.102,1120,0.037899,4.42,1.0223,89.32,78.3,6060,1.068,1.061
365.620697,0,32.263,27200,0.152085,12.75,0.9018,89.95,93,5273,0.768,0.73
365.709623,0,13.553,1030,0.02894,26.93,1.0423,89.9,200.4,4787,8.522,1.129
365.739893,0,1.218,301,0.016649,1.73,0.9391,89.95,1847,5420,0.953,0.825
365.78863,0,12.76,885,0.026964,2.21,0.9272,89.95,222.3,5407,0.752,0.794
365.994154,0,13.071,699,0.02726,2.87,0.9997,89.38,127.9,6074,0.965,0.992
366.088938,0,11.887,538,0.024943,2.57,0.9845,89.57,119.5,5941,0.945,0.948
366.24282,0,15.76,734,0.024655,2.4,1.006,89.95,177.1,5713,0.893,1.01
366.28999,0,10.869,2570,0.048671,68.39,1.4591,89.82,211,5083,12.868,3.083
366.31509,0,12.41,336,0.017222,2.87,1.0726,89.95,207.7,6705,1.524,1.232
366.55705,0,11.62,583,0.021866,2.63,1.0404,89.95,244.4,5857,1.1,1.116
366.68293,0,3.854,1080,0.033201,3.15,0.9305,89.95,491,5217,0.869,0.799
366.684634,0,3.284,456,0.019839,10.75,1.2691,89.95,744,5090,4.962,2.023
366.71923,0,9.8,246,0.014984,3.35,1.0767,89.86,235.7,6295,2.049,1.237
366.74866,0,12.446,419,0.019807,2.35,1.0052,89.78,174.3,6136,1.087,1.005
367.01607,0,15.48,739,0.026096,2.46,0.9878,89.75,146.3,5931,0.863,0.953
367.07446,0,5.887,368,0.017647,2.15,1.0547,89.99,483,6315,1.116,1.161
367.0896,0,28.02,2090,0.293859,35.3,1.0624,88.03,36.2,6268,1.1,1.188
367.19796,0,15.92,146,0.011111,1.08,0.9925,89.95,177.6,6054,0.889,0.966
367.6758,0,23.5,700,0.024198,2.77,1.0505,89.95,122.4,6140,1.048,1.142
367.72767,0,3.104,926,0.027335,1.96,0.8925,89.95,896,4869,0.657,0.703
367.73299,0,10.158,504,0.020645,2.1,0.9905,89.95,282.2,6225,0.931,0.958
367.761848,0,4.891,428,0.018581,20.06,1.419,90,585,5348,9.888,2.814
367.947848,0,4.249,1300,0.039795,3.72,0.9955,89.85,342,5570,0.855,0.971
367.95566,0,21.877,1410,0.047688,3.62,0.9018,89,54.8,4723,0.696,0.722
368.11581,0,13.52,476,0.02001,2.11,1.0192,89.95,212.2,6122,0.964,1.041
368.48518,0,11.26,302,0.016523,1.98,1.0031,89.95,209,6140,1.096,0.989
368.49828,0,14.903,582,0.021727,1.86,0.9155,89.95,190.1,5255,0.783,0.754
368.5224,0,36.29,1330,0.259837,26.7,0.9929,87.15,24.5,6063,0.941,0.959
368.52466,0,11.9,680,0.024556,3.05,1.074,89.95,210.9,6343,1.137,1.213
368.70839,0,6.08,957,0.029624,2.87,0.9922,89.95,389,6409,0.887,0.956
368.71479,0,16.46,1210,0.956304,91.06,0.9969,88.24,58.3,5716,0.872,0.97
368.72715,0,5.06,427,0.018925,1.55,0.9183,89.95,535,5401,0.749,0.76
369.069345,0,5.832,946,0.036085,3.07,0.9231,89.76,222,4855,0.778,0.769
369.13236,0,10.34,216,0.013526,2.14,1.0352,89.95,275.5,6282,1.449,1.084
369.181947,0,3.239,913,0.027739,2.6,0.9894,90,895,5959,0.859,0.948
369.28177,0,26.96,1020,0.329802,34.25,1.0293,87.58,30.8,5900,0.951,1.065
369.73011,0,14.27,275,0.015262,1.66,1.0198,89.95,199.5,6283,0.999,1.025
369.7985,0,12.564,1110,0.030558,2.53,0.9359,89.95,229.6,5680,0.757,0.797
369.819993,0,20.232,1600,0.046393,4.25,0.9376,89.38,70.2,4806,0.839,0.801
369.93355,0,7.6,995,0.028954,3.24,1.0371,89.95,378.46,6158,1.024,1.08
370.05918,0,11.86,670,0.023161,1.9,0.9386,89.95,243.8,5228,0.751,0.806
370.2402,0,31.46,1270,0.277163,29.24,1.0198,87.45,27.8,6296,0.966,1.03
370.31761,0,12.588,1890,0.038964,2.98,0.8914,89.95,219.3,4665,0.701,0.689
370.35639,0,12.75,732,0.025195,2.82,1.0417,89.95,208.1,6117,1.025,1.097
370.38642,0,23.94,186,0.0125,2.12,1.0735,90,119.69,6179,1.555,1.199
370.46262,0,9.541,348,0.017231,2.03,1.0335,89.95,293,6295,1.08,1.065
370.47678,0,15.69,656,0.024216,2.37,1.0036,89.95,157.1,6050,0.896,0.979
370.50684,0,12.132,419,0.01886,2.06,1.0251,89.95,237.2,6360,0.999,1.044
370.62071,0,12.58,344,0.017123,2.12,1.0537,89.95,227,6432,1.136,1.131
370.84786,0,13.966,1440,0.041614,4.03,1.0076,89.38,111.5,5291,0.886,0.989
370.90237,0,10.558,546,0.021312,1.97,0.9892,89.95,273.7,5835,0.847,0.935
370.91308,0,17.655,270,0.015153,1.74,1.006,89.95,153.3,5892,1.054,0.985
370.94353,0,16.64,1070,0.3277,27.77,0.9579,88.53,50.6,5755,0.776,0.85
370.98253,0,17.84,552,0.67395,119.96,1.0106,87.61,39.7,6028,1.63,0.999
371.1495,0,15.855,597,0.022637,2.07,0.9713,89.93,178.3,5988,0.836,0.885
371.17573,0,8.2,134,0.011578,4.07,1.374,89.8,222.3,9030,3.218,2.505
371.18648,0,19.929,318,0.016373,2.06,1.0309,89.95,144.1,6231,1.152,1.054
371.21205,0,19.95,720,0.024883,2.55,1.0155,89.85,136.6,6106,0.94,1.013
371.21454,0,19.4,1780,0.303955,28.21,0.9944,88.63,52.3,5189,0.85,0.951
371.4589776,0,10.0734,457,0.019702,2.22,1.0253,89.99,287.06794,6388,1.033,1.035
371.47786,0,12.3,265,0.014547,1.2,0.9529,89.97,232.2,5162,0.754,0.845
371.50631,0,8.854,992,0.028498,2.88,0.9999,89.95,330,5696,0.924,0.965
371.51852,0,30.94,263,0.019139,2.28,1.0222,88.21,30.8,6227,1.089,1.025
371.54879,0,9.841,126,0.010832,1.13,0.9599,89.95,217,5225,0.954,0.853
371.56492,0,14.736,376,0.017835,1.89,0.929,89.95,189.4,5735,0.972,0.773
371.63327,0,14.92,107,0.010556,1.83,1.042,89.38,112.8,5802,1.59,1.08
371.7096571,,4.65,,,,,,,,,
371.90464,0,25.36,519,0.025264,2.88,1.0493,88.95,50.3,6164,1.045,1.109
372.04697,0,14.29,673,0.023795,2.7,1.0477,89.95,203.37,6173,1.041,1.104
372.086704,0,3.686,2490,0.321734,38.4,1.0529,89.75,294,6289,1.093,1.121
372.15035,0,21.23,457,0.019654,1.74,0.9758,89.89,132.1,5769,0.812,0.9
